id,nome,id_departamento,salario,idade
1902,Miguel Lacerda,6,17009.22,47
1903,Lorenzo Barbosa,1,22242.96,46
1904,Yuri Maffei,4,17188.29,37
1905,Manuela Barros,5,11329.79,41
1906,Yasmin Pereira,99,20424.09,21
1907,Antonella Gomes,1,10679.22,23
1908,Sophia Viana,2,20037.39,50
1909,Henrique Cavalcanti,5,9656.74,20
1910,Enzo Gallo,4,17147.45,47
1911,Luiza Coelho,2,24289.86,54
1912,Amanda Fernandes,5,23040.34,44
1913,Douglas Fonseca,99,5733.28,27
1914,Matheus Coelho,4,14360.63,19
1915,Laura Machado,2,6792.26,28
1916,Marcelo Sampaio,2,8680.58,21
1917,Amanda Martins,4,18918.64,55
1918,Vanessa Lacerda,6,15831.44,28
1919,Douglas Lins,4,19887.45,39
1920,Leonardo Coutinho,3,4499.37,64
1921,Vania Dias,2,7633.24,35
1922,Bruno Castro,1,7136.53,19
1923,Isabela Dias,1,12345.59,62
1924,Renan Menezes,1,5059.66,57
1925,Laura Dantas,3,8974.55,38
1926,Fernanda Aguiar,2,18940.82,58
1927,Lorenzo Cunha,1,7484.79,59
1928,Yuri Sampaio,5,6341.52,60
1929,Tiago Lins,1,18472.97,46
1930,Heloisa Figueiredo,1,8387.52,64
1931,Marcos Brandao,3,4488.73,34
1932,Marcelo Menezes,3,22452.22,27
1933,Isabel Freitas,3,13793.65,23
1934,Alice Leal,5,19439.95,49
1935,Debora Lins,2,5963.92,19
1936,Murilo Brito,2,21373.55,20
1937,Elaine Lins,3,17875.35,58
1938,Enzo Araujo,2,9732.45,27
1939,Maite Ferreira,3,7448.8,26
1940,Sofia Lins,4,18925.53,53
1941,Felipe Freitas,5,17116.18,33
1942,Bruno Azevedo,1,16465.53,56
1943,Fernando Lacerda,5,10587.37,57
1944,Fernanda Pereira,3,12330.1,37
1945,Vitor Lins,2,13053.61,45
1946,Gabriela Rodrigues,6,11248.56,57
1947,Lucas Coutinho,4,8856.61,46
1948,Vanessa Moura,4,16131.9,35
1949,Walter Correia,6,5764.53,59
1950,Carlos Nogueira,5,8812.05,46
1951,Valentina Araujo,3,20744.54,57
1952,Maria Cavalcanti,6,13990.8,30
1953,Alice Batista,6,18338.3,45
1954,Caio Cruz,2,8514.24,18
1955,Renata Lopes,4,6945.63,31
1956,Sara Moreira,3,6231.58,47
1957,Luiz Chaves,5,3508.03,36
1958,Carlos Lopes,5,3954.62,27
1959,Carolina Silva,3,5985.77,65
1960,Alice Amaral,1,3999.71,44
1961,Ana Rocha,3,4805.13,36
1962,Andre Cunha,2,3243.23,56
1963,Bernardo Barbosa,5,23403.23,29
1964,Luiz Cunha,3,8657.23,30
1965,Valentina Coutinho,1,6300.11,50
1966,Gabriel Muniz,4,10026.01,42
1967,Luiza Carvalho,6,15752.58,45
1968,Fernanda Brandao,3,10407.4,47
1969,Sofia Martins,1,17248.94,36
1970,Carolina Guedes,6,5870.76,34
1971,Mateus Nogueira,2,24009.69,54
1972,Vinicius Cardoso,6,6477.76,42
1973,Maite Morais,3,24220.1,30
1974,Renata Almeida,6,17368.89,47
1975,Laura Ramos,4,12446.12,24
1976,Otavio Moreira,5,12911.94,50
1977,Ana Santos,5,22259.91,25
1978,Murilo Peixoto,3,11898.55,48
1979,Sophia Lins,4,19455.76,41
1980,Joao Ferreira,1,8681.73,52
1981,Vinicius Moura,6,23337.62,46
1982,Julia Rodrigues,2,6518.07,39
1983,Nicolas Rocha,5,16324.28,43
1984,Antonio Brito,2,19807.92,22
1985,Marcelo Pinheiro,5,16491.22,45
1986,Vitor Tavares,6,7866.34,35
1987,Diego Amaral,2,15795.77,34
1988,Yasmin Cunha,5,21075.04,56
1989,Walter Almeida,6,12326.78,29
1990,Henrique Guedes,3,18450.18,55
1991,Tiago Rocha,1,18928.07,22
1992,Amanda Cunha,4,4582.39,58
1993,Joaquim Muniz,3,12488.45,55
1994,Andre Figueiredo,2,23393.03,59
1995,Laura Lacerda,1,14992.9,19
1996,Andre Rezende,3,9764.94,61
1997,Davi Rocha,4,7069.49,27
1998,Daniel Cunha,1,8323.6,35
1999,Diego Rocha,1,19742.2,33
2000,Larissa Martins,4,11471.51,50
2001,Rodrigo Vasconcelos,6,6109.27,21
2002,Francisco Machado,5,21171.41,60
2003,Barbara Vieira,2,18678.01,36
2004,Patricia Ferreira,6,9696.06,33
2005,Otavio Gallo,2,20115.02,23
2006,Arthur Guimaraes,1,5017.04,36
2007,Valentina Queiroz,3,5759.79,19
2008,Henrique Cunha,4,12438.81,53
2009,Lucas Costa,2,15341.15,18
2010,Yuri Guimaraes,1,23807.75,63
2011,Joaquim Rodrigues,6,18996.78,34
2012,Juliana Silva,3,19135.74,55
2013,Mateus Reis,4,20999.44,41
2014,Sara Toledo,1,20483.92,33
2015,Natalia Nascimento,4,17537.13,27
2016,Davi Coutinho,1,4815.1,24
2017,Antonella Monteiro,1,4128.83,43
2018,Joao Moreira,6,23454.75,35
2019,Alice Coutinho,1,24232.78,59
2020,Lorenzo Cruz,1,22525.73,64
2021,Fabio Teixeira,6,14196.7,53
2022,Davi Maffei,5,7019.29,18
2023,Maite Freitas,5,22271.28,28
2024,Lucas Almeida,99,18243.25,28
2025,Eliane Neto,5,22632.87,34
2026,Daniel Pinto,2,14040.28,64
2027,Ricardo Machado,4,19286.07,54
2028,Priscila Castro,6,22048.75,63
2029,Gabriela Borges,2,6515.32,19
2030,Yuri Guedes,1,20169.52,26
2031,Debora Nogueira,3,23488.32,41
2032,Alice Pinheiro,5,24956.04,47
2033,Sofia Ribeiro,3,8133.38,34
2034,Theo Castro,3,23770.25,50
2035,Otavio Campos,3,6459.95,65
2036,Andre Viana,3,3844.98,51
2037,Daniel Sampaio,4,8663.74,19
2038,Aline Machado,6,24284.85,32
2039,Maite Brito,3,8044.62,41
2040,Antonella Coelho,2,14316.13,39
2041,Alice Barbosa,5,24187.06,39
2042,Yasmin Borges,1,13908.49,42
2043,Marcos Vasconcelos,1,15744.54,29
2044,Victor Fernandes,4,15921.22,65
2045,Lorenzo Ferreira,4,3583.3,52
2046,Clarice Alves,4,12655.39,63
2047,Beatriz Chaves,2,23852.36,19
2048,Luiza Amaral,5,24343.21,59
2049,Gabriela Diniz,3,11893.82,61
2050,Carolina Oliveira,3,22304.2,28
2051,Heitor Andrade,2,13448.97,27
2052,Gabriel Neto,99,23366.35,62
2053,Maite Soares,3,11171.28,62
2054,Murilo Lima,4,23990.03,29
2055,Mateus Muniz,6,6013.51,30
2056,Laura Coutinho,1,2788.67,34
2057,Diego Maffei,2,16674.9,60
2058,Luiz Teixeira,2,14723.99,34
2059,Matheus Vasconcelos,3,22736.2,42
2060,Sophia Souza,6,11206.19,59
2061,Yuri Vieira,3,2642.29,52
2062,Eduardo Machado,1,10983.5,38
2063,Walter Maffei,1,4860.24,57
2064,Francisco Andrade,3,19794.28,28
2065,Laura Bento,5,12076.34,47
2066,Helena Dias,6,18491.1,21
2067,Igor Lacerda,3,13198.39,53
2068,Carlos Araujo,1,20405.74,27
2069,Luis Pinheiro,1,24723.13,32
2070,Aline Correia,1,13435.93,63
2071,Elaine Soares,3,12550.41,62
2072,William Carvalho,5,13200.9,43
2073,Theo Gomes,4,18517.49,22
2074,Sofia Silva,4,17433.35,47
2075,Guilherme Vieira,3,18986.79,54
2076,Julia Cruz,5,14903.84,30
2077,Laura Rodrigues,2,12993.44,62
2078,Joao Ferreira,1,16157.12,20
2079,Joao Dias,1,9056.14,54
2080,Vania Ferreira,6,24571.01,39
2081,Luis Pinheiro,1,4816.58,30
2082,Marcelo Freitas,4,18130.99,24
2083,Larissa Silva,4,11392.33,22
2084,Gustavo Dias,1,14654.05,23
2085,Joao Borges,5,11612.12,34
2086,Patricia Brandao,1,13470.97,64
2087,Debora Castro,2,10821.82,40
2088,Elaine Dias,5,20599.19,50
2089,Theo Brito,2,12820.1,44
2090,Yuri Correia,1,18960.44,35
2091,Leticia Monteiro,1,7885.85,65
2092,Joaquim Rodrigues,1,12492.86,33
2093,Bernardo Mendes,3,16654.54,21
2094,Michele Maldonado,6,20645.77,45
2095,William Pires,2,2508.62,34
2096,Otavio Reis,6,4215.04,23
2097,Renan Gallo,5,15529.7,51
2098,Rafaela Coutinho,5,16306.14,35
2099,Vanessa Duarte,4,6086.53,49
2100,Patricia Machado,3,8754.0,34
2101,Tiago Gomes,4,17009.79,57
2102,Carolina Garrido,4,21378.23,33
2103,Julia Soares,2,8008.79,18
2104,Sandra Nogueira,2,10351.32,19
2105,Matheus Pinheiro,2,21637.43,64
2106,Nicolas Duarte,6,24740.05,30
2107,Henrique Lins,2,5884.39,60
2108,Fabio Tavares,3,18345.46,51
2109,Renata Mendes,3,22715.18,32
2110,Pedro Silva,1,14199.47,27
2111,Mariana Cavalcanti,5,13006.1,23
2112,Eduardo Pinto,4,6005.02,52
2113,Maria Macedo,6,2990.69,61
2114,Davi Miranda,3,18292.06,41
2115,Beatriz Andrade,1,19900.88,39
2116,Bernardo Batista,2,15218.54,18
2117,Julia Gallo,1,10342.55,55
2118,Vanessa Campos,2,13348.8,28
2119,William Nogueira,4,7161.51,19
2120,Diego Moreira,2,18849.76,26
2121,Patricia Rodrigues,5,15657.86,19
2122,Vanessa Barros,3,6211.87,44
2123,Andre Morais,4,18915.09,64
2124,Cecilia Vasconcelos,2,4393.49,47
2125,Carolina Bento,1,16339.38,59
2126,Camila Nascimento,5,3450.94,30
2127,Samuel Toledo,1,12054.53,27
2128,Renan Menezes,4,19142.64,49
2129,Beatriz Duarte,1,9074.42,45
2130,Henrique Garrido,6,24058.1,29
2131,Joao Cruz,5,5121.11,19
2132,Sara Marques,4,3723.61,56
2133,Guilherme Freitas,5,8707.65,58
2134,Adriana Vieira,1,9612.82,25
2135,Lorenzo Campos,5,15463.23,27
2136,Isabel Castro,2,8901.5,24
2137,Luiz Rezende,3,22143.47,30
2138,Joao Moura,6,16553.32,29
2139,Bruno Ribeiro,4,22662.1,59
2140,Samuel Alves,4,9914.18,40
2141,Lorenzo Moraes,5,24808.34,51
2142,Fernanda Cavalcante,5,5719.98,40
2143,Enzo Leal,5,18919.71,55
2144,Larissa Sales,4,18608.63,20
2145,Michele Souza,1,24029.85,49
2146,Renata Batista,3,15112.94,38
2147,Sandra Marques,1,21442.41,37
2148,Priscila Sales,4,3365.1,31
2149,Yuri Maldonado,6,9806.43,21
2150,Douglas Santos,4,11227.13,56
2151,Beatriz Viana,2,19165.12,31
2152,Joaquim Maldonado,4,13891.26,53
2153,Theo Fernandes,2,9242.57,31
2154,Julia Teixeira,3,13926.4,59
2155,Victor Viana,6,3551.61,48
2156,Laura Farias,5,2789.25,46
2157,Barbara Coutinho,1,9501.68,51
2158,Davi Tavares,4,19869.99,45
2159,Beatriz Vasconcelos,3,5747.85,58
2160,Gabriela Carvalho,4,23132.29,23
2161,Walter Campos,1,6123.42,45
2162,Julia Azevedo,1,24690.24,61
2163,Walter Tavares,6,9163.43,27
2164,Fernanda Diniz,5,20436.52,32
2165,Davi Campos,99,4866.44,34
2166,Henrique Guimaraes,3,20013.71,37
2167,Ana Peixoto,2,20990.95,47
2168,Julia Neto,6,20212.08,59
2169,Murilo Almeida,2,23546.49,42
2170,Patricia Moura,3,11142.35,37
2171,Victor Gallo,5,6475.52,38
2172,Marcelo Freitas,5,10093.82,20
2173,Samuel Farias,5,13706.04,25
2174,Arthur Silva,4,19252.09,63
2175,Carolina Amaral,3,16979.29,38
2176,Sophia Amaral,2,20303.79,62
2177,Mateus Muniz,1,24520.88,55
2178,Julia Rocha,4,12011.71,44
2179,Fernanda Campos,99,10461.77,48
2180,Vinicius Ramos,3,24351.64,18
2181,Murilo Pires,4,17261.62,32
2182,Yuri Ribeiro,1,7154.43,41
2183,Adriana Coelho,1,4134.37,33
2184,Rafael Martins,4,8749.82,20
2185,Ana Dantas,5,11145.02,30
2186,Igor Batista,5,19413.68,34
2187,William Coutinho,4,13502.0,20
2188,Nicolas Macedo,3,22488.44,26
2189,Thiago Coutinho,5,16526.79,48
2190,Amanda Rocha,3,8508.97,26
2191,Vinicius Silva,4,8980.16,42
2192,Francisco Brito,99,3994.82,44
2193,Manuela Duarte,2,15260.25,65
2194,Yuri Macedo,6,6810.76,63
2195,Priscila Correia,4,3873.33,29
2196,Mateus Viana,5,23326.15,38
2197,Joao Martins,2,13325.67,39
2198,Camila Neves,5,23971.62,63
2199,Luis Rocha,3,11860.99,18
2200,Ana Moura,2,7161.36,51
2201,Marcelo Neves,1,12583.92,54
2202,Laura Toledo,4,22106.5,28
2203,Diego Cavalcanti,2,7758.86,25
2204,Caio Tavares,6,3121.08,52
2205,Caio Batista,4,2895.0,40
2206,Rafael Freitas,6,6525.41,55
2207,Gabriela Tavares,3,18897.12,42
2208,Laura Toledo,2,11952.0,45
2209,Leonardo Castro,3,7283.17,60
2210,Gabriel Moura,5,16419.59,56
2211,Victor Neves,3,23745.88,43
2212,Matheus Neves,4,17200.07,33
2213,Matheus Barbosa,4,16494.76,38
2214,Antonella Sales,3,8564.5,53
2215,Yuri Lins,2,6335.88,34
2216,Luiz Mendes,1,17293.61,30
2217,Miguel Neves,2,5795.94,59
2218,Renan Duarte,1,5127.24,34
2219,Barbara Moreira,6,11056.84,63
2220,Elaine Mendes,4,14896.9,38
2221,Vinicius Andrade,1,10232.4,49
2222,Fernando Garrido,6,11896.52,32
2223,Clarice Sales,6,23019.22,36
2224,Bruno Assis,1,3227.57,27
2225,Eduardo Barbosa,5,11847.38,38
2226,Nicolas Cardoso,6,11563.53,54
2227,Thiago Dantas,5,4261.16,19
2228,Valentina Costa,3,24307.08,31
2229,Thiago Silva,4,10230.22,43
2230,Luana Diniz,1,10521.9,19
2231,Patricia Porto,2,23357.41,44
2232,Michele Leal,1,3130.83,52
2233,Larissa Borges,6,11839.68,59
2234,Alice Lima,6,12170.08,29
2235,Manuela Muniz,5,6295.24,26
2236,Luana Nunes,3,24162.32,38
2237,Leonardo Correia,5,7701.75,18
2238,Alice Morais,6,8992.79,54
2239,Antonella Guedes,5,9435.89,61
2240,Gabriel Guedes,5,20562.2,22
2241,Igor Lacerda,6,20693.79,24
2242,Mariana Figueiredo,6,21060.7,18
2243,Diego Bento,6,12503.36,65
2244,Amanda Castro,99,24243.91,23
2245,Maite Santos,6,21139.59,34
2246,Lucas Carvalho,5,21890.73,22
2247,Antonella Peixoto,5,11839.76,28
2248,Renan Santos,6,13579.82,41
2249,Aline Aguiar,4,21000.33,20
2250,Amanda Moura,6,23695.0,48
2251,Patricia Miranda,3,17997.78,45
2252,Manuela Farias,4,22069.19,63
2253,Yuri Duarte,1,8893.47,45
2254,Bernardo Azevedo,4,14695.91,63
2255,Manuela Nunes,5,17722.86,59
2256,William Muniz,2,17657.71,53
2257,Aline Queiroz,4,20679.55,48
2258,Natalia Gallo,5,20606.93,20
2259,Pedro Nogueira,3,9277.86,57
2260,Bernardo Teixeira,4,4851.41,21
2261,Arthur Figueiredo,3,17192.68,33
2262,Joao Nascimento,3,18005.19,37
2263,Fernanda Muniz,6,20984.78,38
2264,Luiza Monteiro,4,13934.32,35
2265,Carolina Garrido,1,17639.19,52
2266,Julia Carvalho,5,20479.8,22
2267,Eduardo Castro,1,17625.2,46
2268,Julia Castilho,5,3800.61,22
2269,Joaquim Cavalcanti,2,15211.33,18
2270,Maria Gallo,5,3275.5,44
2271,Alice Pinheiro,3,12275.77,32
2272,Heloisa Reis,4,17793.22,18
2273,Igor Diniz,2,24355.81,31
2274,Carlos Pires,5,14404.44,47
2275,Heitor Moreira,3,21098.94,42
2276,Laura Nascimento,6,21617.59,34
2277,Guilherme Coelho,1,12428.09,48
2278,Paulo Coutinho,2,5067.79,55
2279,William Castro,6,7454.55,35
2280,Igor Aguiar,3,13257.58,39
2281,Luis Lima,5,14325.64,27
2282,Bernardo Castilho,2,20163.75,37
2283,Julia Alves,1,8324.11,58
2284,Cecilia Pires,3,15826.03,57
2285,Yasmin Viana,4,8730.84,29
2286,Gabriel Santiago,6,8946.03,46
2287,Patricia Cruz,1,2834.77,30
2288,Larissa Machado,1,9067.87,50
2289,Daniel Assis,1,12730.12,18
2290,Leticia Aguiar,2,23759.87,22
2291,Barbara Porto,3,18934.06,63
2292,Guilherme Moraes,1,22108.67,60
2293,Ana Ribeiro,5,3563.95,47
2294,Nicolas Maffei,5,18197.26,21
2295,Laura Dias,4,18580.76,61
2296,Arthur Guimaraes,5,7669.68,20
2297,Natalia Pinto,1,22584.37,49
2298,Sandra Silva,5,6646.22,21
2299,Diego Morais,1,21157.45,54
2300,Victor Cunha,5,11166.92,59
2301,Pedro Pires,6,15152.0,41
2302,Joaquim Aguiar,2,15726.79,59
2303,Bruno Andrade,5,19079.72,60
2304,Guilherme Nascimento,3,6020.13,62
2305,Leticia Castro,4,8402.48,26
2306,Rodrigo Nascimento,4,10392.34,63
2307,Maria Lacerda,1,13599.55,22
2308,Sofia Teixeira,4,23029.36,22
2309,Sara Santiago,6,5693.57,29
2310,Luana Diniz,5,4506.66,35
2311,Bruno Soares,1,23029.76,21
2312,Marcos Maldonado,2,10337.61,59
2313,Vinicius Menezes,1,16431.34,44
2314,Victor Fernandes,6,2744.33,30
2315,Felipe Nascimento,1,14166.58,32
2316,Fernanda Figueiredo,6,20451.51,29
2317,Henrique Lacerda,2,23509.93,33
2318,Luana Alves,1,11756.67,38
2319,Maria Neto,4,16594.27,37
2320,Camila Cardoso,2,21343.27,64
2321,Yasmin Gomes,6,13042.33,44
2322,Gabriel Peixoto,3,11615.49,65
2323,Nicolas Castro,2,14134.76,43
2324,Bernardo Alves,1,19728.22,44
2325,Eduardo Peixoto,4,11760.35,53
2326,Eduardo Lacerda,4,21910.18,60
2327,Caio Andrade,6,3303.59,28
2328,Enzo Alves,5,20367.86,34
2329,Antonio Lima,3,24139.0,53
2330,Otavio Peixoto,2,14996.15,36
2331,Lorenzo Teixeira,1,17431.5,63
2332,Rafaela Gallo,2,10354.14,35
2333,Adriana Chaves,4,18599.99,36
2334,Theo Pires,4,19753.33,19
2335,Fabio Castilho,5,4762.64,31
2336,Ricardo Alves,1,5783.64,56
2337,Ana Motta,3,5990.1,57
2338,Vinicius Ferreira,4,7234.72,31
2339,Davi Mendes,2,12516.91,62
2340,Vanessa Oliveira,6,14434.04,37
2341,Mateus Sales,3,3932.31,26
2342,Maria Gallo,3,7667.42,37
2343,Debora Cavalcanti,6,10802.9,35
2344,Luana Barbosa,1,21308.18,30
2345,Adriana Almeida,2,20569.89,32
2346,Arthur Mendes,5,11939.85,18
2347,Yuri Teixeira,4,3782.49,20
2348,Vanessa Cardoso,2,9582.98,50
2349,Maite Barbosa,1,17073.47,46
2350,Eliane Santiago,6,10896.12,59
2351,Alice Coutinho,2,9955.38,21
2352,William Souza,6,22832.76,56
2353,Ana Menezes,2,11382.49,18
2354,Vanessa Ribeiro,4,10636.97,57
2355,Pedro Nascimento,5,19184.57,39
2356,Camila Sampaio,1,4601.29,28
2357,Sara Dias,6,14217.21,20
2358,Arthur Marques,3,13100.96,35
2359,Bruno Barbosa,4,24759.82,59
2360,Maite Lins,6,8756.89,52
2361,Henrique Maldonado,1,19163.4,56
2362,Adriana Siqueira,1,19064.34,56
2363,Marcos Lima,3,6415.94,47
2364,Marcos Souza,5,10992.33,41
2365,Alice Pinheiro,2,5017.8,59
2366,Maite Souza,4,15070.79,62
2367,Rafael Almeida,5,7981.41,31
2368,Leonardo Duarte,4,3241.38,29
2369,Francisco Peixoto,6,5871.84,33
2370,Patricia Cavalcante,1,24030.06,40
2371,Rodrigo Neto,1,17983.32,26
2372,Larissa Lopes,3,9254.76,52
2373,Julia Cavalcante,2,21032.98,64
2374,Joaquim Rodrigues,4,13742.33,40
2375,Adriana Farias,4,6931.19,38
2376,Clarice Reis,5,21320.92,33
2377,Lorenzo Bento,3,19590.05,64
2378,Amanda Barros,4,8751.31,23
2379,Cecilia Muniz,4,5532.64,34
2380,Murilo Rodrigues,1,4413.66,40
2381,Antonio Duarte,5,12894.37,20
2382,Adriana Lins,4,21376.97,18
2383,Renata Bento,6,5972.08,44
2384,Antonio Maldonado,5,11249.41,18
2385,Nicolas Assis,3,6554.73,41
2386,Ana Santiago,6,8373.99,37
2387,Arthur Santana,5,14240.35,35
2388,Walter Santiago,4,14894.32,50
2389,Douglas Coelho,5,10015.91,41
2390,Bruno Maffei,2,7689.4,49
2391,Nicolas Farias,4,10625.48,45
2392,Eduardo Campos,4,15621.51,59
2393,Camila Moura,1,23356.2,42
2394,Victor Gomes,4,20332.9,38
2395,Arthur Cardoso,3,10701.92,26
2396,Michele Pereira,6,24950.19,42
2397,Natalia Maffei,1,16663.83,27
2398,Rafael Silva,5,14196.28,60
2399,Carolina Reis,2,9077.3,41
2400,Leticia Vieira,2,4585.0,32
2401,Bernardo Amaral,5,8038.42,41
2402,Murilo Pires,5,24354.95,23
2403,Tiago Pinto,4,15988.2,54
2404,Renan Dias,5,9439.24,18
2405,Guilherme Soares,6,23258.1,27
2406,Mariana Barbosa,3,13070.83,51
2407,Camila Cunha,2,5129.03,38
2408,Enzo Monteiro,1,17369.39,27
2409,Vinicius Siqueira,6,8029.55,34
2410,Maite Cunha,6,7331.09,56
2411,Nicolas Peixoto,2,14996.5,38
2412,Walter Alves,1,3936.44,25
2413,Caio Santos,4,9834.43,18
2414,Valentina Cavalcanti,1,8465.4,30
2415,Joaquim Vasconcelos,1,9266.62,24
2416,Sofia Pires,5,5902.04,33
2417,Rafaela Lopes,2,19815.69,54
2418,Valentina Nascimento,1,24721.62,45
2419,Bruno Machado,5,9640.3,27
2420,Enzo Ramos,3,9394.75,60
2421,Samuel Siqueira,5,7162.17,36
2422,Francisco Cardoso,99,16374.83,47
2423,Tiago Neto,1,11968.31,45
2424,Laura Porto,3,13497.33,47
2425,Yuri Garrido,3,4738.55,42
2426,Guilherme Santiago,6,20670.1,50
2427,Camila Gallo,5,15293.37,55
2428,Alice Aguiar,1,3702.15,24
2429,Maite Brandao,3,18263.63,45
2430,Otavio Soares,5,21241.75,44
2431,Marcos Cruz,1,4546.9,27
2432,Gabriela Melo,1,17014.0,54
2433,Nicolas Toledo,4,22217.11,43
2434,Antonella Motta,4,9563.03,39
2435,Antonio Castro,4,9062.63,32
2436,Nicolas Chaves,4,5561.34,51
2437,William Garrido,4,8411.27,51
2438,Rafael Assis,3,6199.04,50
2439,Lucas Santiago,3,4291.79,54
2440,Enzo Mendes,6,17208.44,30
2441,Arthur Farias,4,3267.71,38
2442,Otavio Sampaio,5,13253.56,27
2443,Sandra Soares,99,24259.95,39
2444,Leonardo Lacerda,4,9902.21,54
2445,Camila Pereira,2,8934.23,27
2446,Yasmin Machado,5,21738.05,19
2447,Murilo Guimaraes,2,4923.51,56
2448,Samuel Peixoto,2,9765.63,37
2449,Heitor Dias,1,8301.99,36
2450,Arthur Campos,1,5937.94,32
2451,Fernanda Fernandes,4,15738.15,18
2452,Cecilia Diniz,1,21389.05,25
2453,Beatriz Dias,5,24014.22,22
2454,Theo Gomes,5,13974.73,57
2455,Igor Brandao,5,20094.22,23
2456,Theo Amaral,3,23128.94,27
2457,Arthur Ramos,6,7890.05,64
2458,Henrique Souza,6,23137.78,35
2459,Bernardo Carvalho,1,10986.27,60
2460,Maite Neto,5,6544.72,20
2461,Felipe Teixeira,1,2855.98,39
2462,Ricardo Bento,6,17928.74,36
2463,Larissa Cunha,5,5031.36,48
2464,Lorenzo Maldonado,3,12449.95,51
2465,Lucas Vieira,6,5952.01,65
2466,Eliane Guedes,6,14000.04,28
2467,Michele Motta,6,11624.86,51
2468,Arthur Rodrigues,3,4101.29,47
2469,Renan Diniz,1,24278.68,36
2470,Samuel Menezes,5,8919.41,57
2471,Felipe Carvalho,4,16600.53,30
2472,Renata Lima,1,17101.27,34
2473,Lorenzo Neves,1,3993.66,30
2474,Gustavo Machado,6,2888.93,18
2475,Leticia Peixoto,4,4406.57,37
2476,Ricardo Carvalho,6,4348.81,57
2477,Isabela Monteiro,1,7440.72,62
2478,Clarice Gomes,4,8141.73,39
2479,Helena Nunes,1,18053.17,27
2480,Caio Pinheiro,3,8867.14,20
2481,Gabriela Coutinho,2,21609.16,22
2482,Rafael Carvalho,3,14148.82,65
2483,Rafaela Martins,5,11851.7,41
2484,Eduardo Brito,6,11481.12,25
2485,William Garrido,6,3940.74,48
2486,Mateus Pinto,2,11318.53,34
2487,Juliana Pinto,6,21636.36,53
2488,Samuel Maldonado,4,6364.51,20
2489,Arthur Rocha,5,13094.44,20
2490,Daniel Neves,6,23679.84,35
2491,Yuri Andrade,3,20441.66,21
2492,Priscila Cavalcanti,4,6331.71,56
2493,Amanda Miranda,1,13844.49,18
2494,Antonio Assis,4,17316.93,39
2495,Barbara Siqueira,3,19588.12,64
2496,Priscila Cavalcante,5,21909.31,36
2497,Joaquim Silva,2,5365.84,53
2498,Yasmin Campos,1,16513.97,47
2499,Heitor Neto,1,16170.02,31
2500,Enzo Pires,1,15531.66,27
2501,Mariana Silva,6,11320.75,44
2502,Natalia Reis,4,2503.56,18
2503,Valentina Coutinho,6,8582.23,26
2504,Victor Coutinho,2,6302.13,18
2505,Nicolas Pereira,3,5937.0,48
2506,Joaquim Alves,5,4723.42,53
2507,Julia Batista,3,9515.5,48
2508,Leonardo Oliveira,3,19039.34,47
2509,Luiz Castilho,5,24322.65,54
2510,Renata Cruz,4,12208.92,35
2511,Lucas Pires,5,5291.56,41
2512,Patricia Gallo,2,23858.91,62
2513,Heitor Dantas,6,23702.49,39
2514,Valentina Santos,1,8135.78,33
2515,Mateus Moreira,1,3322.89,65
2516,Alice Brandao,5,21953.76,40
2517,Clarice Tavares,1,24547.25,56
2518,Vanessa Vasconcelos,2,7898.85,19
2519,Walter Guimaraes,5,9519.77,45
2520,Luiza Figueiredo,4,14196.77,24
2521,Luana Bento,6,12961.45,38
2522,Renata Rodrigues,6,21769.93,18
2523,Yasmin Santos,6,10907.52,53
2524,Yasmin Machado,3,21949.79,32
2525,Samuel Rocha,6,17611.34,35
2526,Carlos Motta,2,5987.65,56
2527,Tiago Lopes,5,3439.37,63
2528,Douglas Marques,3,14635.58,61
2529,Isabela Queiroz,6,17563.15,52
2530,Vania Batista,2,16245.52,35
2531,Heitor Lima,6,15670.68,24
2532,Victor Cavalcante,5,20686.18,21
2533,Lucas Motta,5,18415.07,48
2534,Andre Macedo,4,4354.52,48
2535,Laura Maldonado,1,13502.51,43
2536,Alice Tavares,3,15063.32,38
2537,Heloisa Garrido,1,6856.05,18
2538,Antonella Pires,6,14487.36,54
2539,Vania Dias,5,23585.26,22
2540,Felipe Pereira,3,2917.78,41
2541,Carolina Vieira,1,12264.11,57
2542,Lorenzo Bento,3,24028.41,42
2543,Helena Maffei,2,8884.27,63
2544,Julia Carvalho,5,9355.58,27
2545,Sophia Miranda,6,14660.32,18
2546,Gustavo Nunes,3,21161.73,22
2547,Heitor Guedes,1,10976.05,58
2548,Matheus Campos,3,14147.28,56
2549,Alice Nunes,5,5958.33,37
2550,Vinicius Muniz,1,7606.03,29
2551,Laura Lima,3,17315.22,47
2552,Vitor Silva,5,24803.48,41
2553,Fernando Amaral,6,22194.05,47
2554,Eduardo Andrade,2,17024.43,31
2555,Carolina Santiago,3,15649.01,40
2556,Ricardo Pinheiro,4,12799.02,50
2557,Victor Lopes,2,11187.4,20
2558,Clarice Aguiar,4,23724.4,63
2559,Felipe Silva,5,11732.89,53
2560,Andre Brandao,5,7369.31,63
2561,Eduardo Moraes,1,4883.42,50
2562,Debora Nascimento,5,12911.98,56
2563,Elaine Cavalcanti,4,3331.65,23
2564,Vitor Nogueira,6,5827.13,21
2565,Otavio Amaral,6,9345.27,59
2566,Gustavo Pires,2,23198.63,61
2567,Maite Guedes,1,24509.78,42
2568,Marcos Machado,6,24255.42,60
